LECROYHDO6104,19130,Waveform
Segments,1,SegmentSize,25002
Segment,TrigTime,TimeSinceSegment1
#1,27-Jul-2000 17:00:50,0                 
Time,Ampl
-0.0047866616,0.0017027818
-0.0047862616,0.001200004
-0.0047858616,0.00079167072
-0.0047854616,0.00094167071
-0.0047850616,0.001425004
-0.0047846616,0.0015305596
-0.0047842616,0.0011583374
-0.0047838616,0.00068611517
-0.0047834616,0.0004333374
-0.0047830616,0.00065833739
-0.0047826616,0.0011416707
-0.0047822616,0.0014416707
-0.0047818616,0.0013083374
-0.0047814616,0.0010416707
-0.0047810616,0.00097778182
-0.0047806616,0.0010916707
-0.0047802616,0.0011972263
-0.0047798616,0.0011527818
-0.0047794616,0.0011888929
-0.0047790616,0.0013694485
-0.0047786616,0.0014777818
-0.0047782616,0.0013666707
-0.0047778616,0.0011777818
