LECROYHDO6104,19130,Waveform
Segments,1,SegmentSize,25002
Segment,TrigTime,TimeSinceSegment1
#1,27-Jul-2000 16:50:59,0                 
Time,Ampl
-0.0046770504,0.031069447
-0.0046766504,0.033050002
-0.0046762504,0.033733336
-0.0046758504,0.032322224
-0.0046754504,0.031180558
-0.0046750504,0.030513891
-0.0046746504,0.03005278
-0.0046742504,0.029669447
-0.0046738504,0.029441669
-0.0046734504,0.029444447
-0.0046730504,0.02930278
-0.0046726504,0.029186114
-0.0046722504,0.029125002
-0.0046718504,0.02925278
-0.0046714504,0.029555558
-0.0046710504,0.029686114
-0.0046706504,0.029336114
-0.0046702504,0.029000002
-0.0046698504,0.029055558
-0.0046694504,0.029608336
-0.0046690504,0.030255558
-0.0046686504,0.030630558
-0.0046682504,0.030808336
-0.0046678504,0.030791669
-0.0046674504,0.030755558
-0.0046670504,0.030775002
-0.0046666504,0.03090278
-0.0046662504,0.031122225
-0.0046658504,0.03120278
-0.0046654504,0.031133336
-0.0046650504,0.031088891
-0.0046646504,0.031155558
-0.0046642504,0.031180558
-0.0046638504,0.031097225
-0.0046634504,0.031080558
-0.0046630504,0.031236113
-0.0046626504,0.031419447
-0.0046622504,0.031475002
-0.0046618504,0.031347225
-0.0046614504,0.03115278
-0.0046610504,0.031133336
-0.0046606504,0.031400002
-0.0046602504,0.031863891
-0.0046598504,0.032308336
-0.0046594504,0.032444447
-0.0046590504,0.032247224
-0.0046586504,0.032066669
-0.0046582504,0.032169447
-0.0046578504,0.032422224
-0.0046574504,0.032500002
-0.0046570504,0.032497224
-0.0046566504,0.032769447
-0.0046562504,0.033147224
-0.0046558504,0.033169447
-0.0046554504,0.03285278
-0.0046550504,0.03265278
-0.0046546504,0.032797224
-0.0046542504,0.033113891
-0.0046538504,0.033355558
-0.0046534504,0.033591669
-0.0046530504,0.033886113
-0.0046526504,0.033922224
-0.0046522504,0.03375278
-0.0046518504,0.033580558
-0.0046514504,0.033566669
-0.0046510504,0.033708336
-0.0046506504,0.033922224
-0.0046502504,0.034241669
-0.0046498504,0.034444447
-0.0046494504,0.034388891
-0.0046490504,0.034233335
-0.0046486504,0.034230558
-0.0046482504,0.034375002
-0.0046478504,0.034419447
-0.0046474504,0.034208335
-0.0046470504,0.033980558
-0.0046466504,0.034088891
-0.0046462504,0.034619447
-0.0046458504,0.035066669
-0.0046454504,0.032486113
-0.0046450504,0.024672225
-0.0046446504,0.014288892
-0.0046442504,0.0062194482
-0.0046438504,0.0027805595
-0.0046434504,0.0019527818
-0.0046430504,0.001775004
-0.0046426504,0.0019777818
-0.0046422504,0.0021666706
-0.0046418504,0.0022666706
-0.0046414504,0.0022805595
-0.0046410504,0.0021416706
-0.0046406504,0.002025004
-0.0046402504,0.0019972262
-0.0046398504,0.0018916707
-0.0046394504,0.001600004
-0.0046390504,0.0012861151
-0.0046386504,0.0010472263
-0.0046382504,0.00073611517
-0.0046378504,0.0005083374
-0.0046374504,0.00067778184
-0.0046370504,0.0011472263
-0.0046366504,0.0014333373
-0.0046362504,0.0012972262
-0.0046358504,0.00099167071
-0.0046354504,0.00090000404
-0.0046350504,0.0010194485
-0.0046346504,0.0010916707
-0.0046342504,0.00099722626
-0.0046338504,0.00090000404
-0.0046334504,0.00093611515
-0.0046330504,0.0010694485
-0.0046326504,0.0012194485
-0.0046322504,0.0012222262
-0.0046318504,0.0011083374
-0.0046314504,0.0010638929
-0.0046310504,0.0011083374
-0.0046306504,0.0011027818
-0.0046302504,0.0010111151
-0.0046298504,0.0009305596
-0.0046294504,0.014427781
-0.0046290504,0.03975278
-0.0046286504,0.054036112
-0.0046282504,0.049047224
-0.0046278504,0.035063891
-0.0046274504,0.031444447
-0.0046270504,0.032772224
-0.0046266504,0.030525002
-0.0046262504,0.029288891
-0.0046258504,0.028736114
-0.0046254504,0.028333336
-0.0046250504,0.027691669
-0.0046246504,0.027666669
-0.0046242504,0.028247225
-0.0046238504,0.028680558
-0.0046234504,0.028641669
-0.0046230504,0.028444447
-0.0046226504,0.028122225
-0.0046222504,0.027763891
-0.0046218504,0.027630558
-0.0046214504,0.027911114
-0.0046210504,0.028455558
-0.0046206504,0.02895278
-0.0046202504,0.029147225
-0.0046198504,0.02910278
-0.0046194504,0.028919447
-0.0046190504,0.028680558
-0.0046186504,0.028647225
-0.0046182504,0.028922225
-0.0046178504,0.02927778
-0.0046174504,0.029391669
-0.0046170504,0.029500002
-0.0046166504,0.029944447
-0.0046162504,0.030569447
-0.0046158504,0.030880558
-0.0046154504,0.03077778
-0.0046150504,0.030741669
-0.0046146504,0.030975002
-0.0046142504,0.031208336
-0.0046138504,0.03105278
-0.0046134504,0.030686113
-0.0046130504,0.030508336
-0.0046126504,0.03045278
-0.0046122504,0.030341669
-0.0046118504,0.030297225
-0.0046114504,0.030555558
-0.0046110504,0.030897225
-0.0046106504,0.031044447
-0.0046102504,0.031219447
-0.0046098504,0.031580558
-0.0046094504,0.031911113
-0.0046090504,0.03195278
-0.0046086504,0.031788891
-0.0046082504,0.031819447
-0.0046078504,0.03215278
-0.0046074504,0.032488891
-0.0046070504,0.032597224
-0.0046066504,0.032466669
-0.0046062504,0.032058336
-0.0046058504,0.031441669
-0.0046054504,0.031063891
-0.0046050504,0.031333336
-0.0046046504,0.03207778
-0.0046042504,0.032733336
-0.0046038504,0.033133336
-0.0046034504,0.033347224
-0.0046030504,0.033408336
-0.0046026504,0.033463891
-0.0046022504,0.033433336
-0.0046018504,0.033100002
-0.0046014504,0.032741669
-0.0046010504,0.032891669
-0.0046006504,0.033488891
-0.0046002504,0.033925002
-0.0045998504,0.033944447
-0.0045994504,0.033747224
-0.0045990504,0.033555558
-0.0045986504,0.033475002
-0.0045982504,0.033591669
-0.0045978504,0.033855558
-0.0045974504,0.034066669
-0.0045970504,0.034247224
-0.0045966504,0.034536113
-0.0045962504,0.034736113
-0.0045958504,0.032480558
-0.0045954504,0.025544447
-0.0045950504,0.015702781
-0.0045946504,0.0072250037
-0.0045942504,0.0030027817
-0.0045938504,0.0018111151
-0.0045934504,0.0016138929
-0.0045930504,0.0017083373
-0.0045926504,0.0017444484
-0.0045922504,0.001775004
-0.0045918504,0.0018111151
-0.0045914504,0.0018333373
-0.0045910504,0.0018222262
-0.0045906504,0.001875004
-0.0045902504,0.0019333373
-0.0045898504,0.0018555595
-0.0045894504,0.0015666707
-0.0045890504,0.0013416707
-0.0045886504,0.0014638929
-0.0045882504,0.0017361151
-0.0045878504,0.0020305595
-0.0045874504,0.0022333373
-0.0045870504,0.0023194484
-0.0045866504,0.0021555595
-0.0045862504,0.0017444484
-0.0045858504,0.0014638929
-0.0045854504,0.0013333374
-0.0045850504,0.0013333374
-0.0045846504,0.0013527818
-0.0045842504,0.0013361151
-0.0045838504,0.0014083373
-0.0045834504,0.0014333373
-0.0045830504,0.0014194485
-0.0045826504,0.0014194485
-0.0045822504,0.0014861151
-0.0045818504,0.0016222262
-0.0045814504,0.0015555596
-0.0045810504,0.0012777818
-0.0045806504,0.0012138929
-0.0045802504,0.001425004
-0.0045798504,0.015047225
-0.0045794504,0.040175002
-0.0045790504,0.056302779
-0.0045786504,0.055325001
-0.0045782504,0.042169446
-0.0045778504,0.034558335
-0.0045774504,0.03087778
-0.0045770504,0.02767778
-0.0045766504,0.028347225
-0.0045762504,0.028355558
-0.0045758504,0.027925003
-0.0045754504,0.027313891
-0.0045750504,0.027319447
-0.0045746504,0.027441669
-0.0045742504,0.027191669
-0.0045738504,0.027058336
-0.0045734504,0.027266669
-0.0045730504,0.027500003
-0.0045726504,0.027633336
-0.0045722504,0.027913891
-0.0045718504,0.028188891
-0.0045714504,0.028341669
-0.0045710504,0.028186114
-0.0045706504,0.027900003
-0.0045702504,0.027741669
-0.0045698504,0.027822225
-0.0045694504,0.028086114
-0.0045690504,0.02815278
-0.0045686504,0.028025003
-0.0045682504,0.027963891
-0.0045678504,0.028088891
-0.0045674504,0.028408336
-0.0045670504,0.028725002
-0.0045666504,0.028975002
-0.0045662504,0.029141669
-0.0045658504,0.029236114
-0.0045654504,0.029441669
-0.0045650504,0.029619447
-0.0045646504,0.02967778
-0.0045642504,0.029588891
-0.0045638504,0.029391669
-0.0045634504,0.029280558
-0.0045630504,0.029169447
-0.0045626504,0.029111114
-0.0045622504,0.029255558
-0.0045618504,0.029669447
-0.0045614504,0.030100002
-0.0045610504,0.030133336
-0.0045606504,0.029780558
-0.0045602504,0.029419447
-0.0045598504,0.029400002
-0.0045594504,0.029669447
-0.0045590504,0.03000278
-0.0045586504,0.030344447
-0.0045582504,0.030755558
-0.0045578504,0.031125002
-0.0045574504,0.031191669
-0.0045570504,0.03100278
-0.0045566504,0.03090278
-0.0045562504,0.030997225
-0.0045558504,0.031230558
-0.0045554504,0.031458336
-0.0045550504,0.031497225
-0.0045546504,0.031369447
-0.0045542504,0.031341669
-0.0045538504,0.031586113
-0.0045534504,0.031869447
-0.0045530504,0.03190278
-0.0045526504,0.031736113
-0.0045522504,0.031633336
-0.0045518504,0.031708336
-0.0045514504,0.03190278
-0.0045510504,0.032119447
-0.0045506504,0.032280558
-0.0045502504,0.032288891
-0.0045498504,0.032169447
-0.0045494504,0.032069447
-0.0045490504,0.032055558
-0.0045486504,0.032144447
-0.0045482504,0.032291669
-0.0045478504,0.03240278
-0.0045474504,0.032266669
-0.0045470504,0.032088891
-0.0045466504,0.032258336
-0.0045462504,0.030419447
-0.0045458504,0.023866669
-0.0045454504,0.014094448
-0.0045450504,0.0057000038
-0.0045446504,0.0020083373
-0.0045442504,0.0014472262
-0.0045438504,0.0017472262
-0.0045434504,0.0020916706
-0.0045430504,0.0022027817
-0.0045426504,0.0022527817
-0.0045422504,0.0020472262
-0.0045418504,0.0017111151
-0.0045414504,0.0013861151
-0.0045410504,0.0013416707
-0.0045406504,0.0015972262
-0.0045402504,0.0018194484
-0.0045398504,0.0017777818
-0.0045394504,0.0014138929
-0.0045390504,0.0010694485
-0.0045386504,0.00098889293
-0.0045382504,0.0011083374
-0.0045378504,0.0012527818
-0.0045374504,0.0012027818
-0.0045370504,0.0010972263
-0.0045366504,0.001125004
-0.0045362504,0.0012472262
-0.0045358504,0.0014444485
-0.0045354504,0.0016888929
-0.0045350504,0.0018333373
-0.0045346504,0.0016861151
-0.0045342504,0.001325004
-0.0045338504,0.0012305596
-0.0045334504,0.0015361151
-0.0045330504,0.001875004
-0.0045326504,0.001925004
-0.0045322504,0.0016222262
-0.0045318504,0.0012861151
-0.0045314504,0.0010916707
-0.0045310504,0.0010444485
-0.0045306504,0.0011222263
-0.0045302504,0.0076416703
-0.0045298504,0.018911114
-0.0045294504,0.028236114
-0.0045290504,0.03385278
-0.0045286504,0.033055558
-0.0045282504,0.03107778
-0.0045278504,0.028047225
-0.0045274504,0.027030558
-0.0045270504,0.028988891
-0.0045266504,0.02845278
-0.0045262504,0.027658336
-0.0045258504,0.026963891
-0.0045254504,0.026563891
-0.0045250504,0.026230558
-0.0045246504,0.026058336
-0.0045242504,0.026291669
-0.0045238504,0.026400003
-0.0045234504,0.026425003
-0.0045230504,0.026491669
-0.0045226504,0.026669447
-0.0045222504,0.026669447
-0.0045218504,0.026658336
-0.0045214504,0.026558336
-0.0045210504,0.02645278
-0.0045206504,0.026388891
-0.0045202504,0.026366669
-0.0045198504,0.026544447
-0.0045194504,0.026836114
-0.0045190504,0.027291669
-0.0045186504,0.027697225
-0.0045182504,0.027863891
-0.0045178504,0.027858336
-0.0045174504,0.027830558
-0.0045170504,0.027986114
-0.0045166504,0.02810278
-0.0045162504,0.028041669
-0.0045158504,0.027991669
-0.0045154504,0.028122225
-0.0045150504,0.028297225
-0.0045146504,0.02810278
-0.0045142504,0.027647225
-0.0045138504,0.027508336
-0.0045134504,0.027819447
-0.0045130504,0.028280558
-0.0045126504,0.02870278
-0.0045122504,0.029008336
-0.0045118504,0.028863891
-0.0045114504,0.028211114
-0.0045110504,0.02777778
-0.0045106504,0.028033336
-0.0045102504,0.028580558
-0.0045098504,0.028863891
-0.0045094504,0.02887778
-0.0045090504,0.029030558
-0.0045086504,0.029211114
-0.0045082504,0.029111114
-0.0045078504,0.028888891
-0.0045074504,0.028691669
-0.0045070504,0.028633336
-0.0045066504,0.028619447
-0.0045062504,0.02865278
-0.0045058504,0.028897225
-0.0045054504,0.029180558
-0.0045050504,0.029391669
-0.0045046504,0.029544447
-0.0045042504,0.029741669
-0.0045038504,0.029897225
-0.0045034504,0.029891669
-0.0045030504,0.029866669
-0.0045026504,0.029955558
-0.0045022504,0.030111113
-0.0045018504,0.030130558
-0.0045014504,0.030066669
-0.0045010504,0.030163891
-0.0045006504,0.03040278
-0.0045002504,0.030555558
-0.0044998504,0.030497225
-0.0044994504,0.030308336
-0.0044990504,0.030291669
-0.0044986504,0.030497225
-0.0044982504,0.030586113
-0.0044978504,0.030347225
-0.0044974504,0.030008336
-0.0044970504,0.030111113
-0.0044966504,0.029563891
-0.0044962504,0.025636114
-0.0044958504,0.017719448
-0.0044954504,0.0090000036
-0.0044950504,0.0032555595
-0.0044946504,0.0011305596
-0.0044942504,0.00086944849
-0.0044938504,0.0011305596
-0.0044934504,0.0015472262
-0.0044930504,0.001800004
-0.0044926504,0.0018194484
-0.0044922504,0.0017222262
-0.0044918504,0.0015861151
-0.0044914504,0.0015305596
-0.0044910504,0.001375004
-0.0044906504,0.0010861151
-0.0044902504,0.00094444849
-0.0044898504,0.0010805596
-0.0044894504,0.0012638929
-0.0044890504,0.0012305596
-0.0044886504,0.0011333374
-0.0044882504,0.0012138929
-0.0044878504,0.0014083373
-0.0044874504,0.0016083373
-0.0044870504,0.0016138929
-0.0044866504,0.0013666707
-0.0044862504,0.001000004
-0.0044858504,0.00059167073
-0.0044854504,0.00039167074
-0.0044850504,0.00044167074
-0.0044846504,0.00067778184
-0.0044842504,0.00094722626
-0.0044838504,0.0010861151
-0.0044834504,0.0012583374
-0.0044830504,0.0013861151
-0.0044826504,0.0012305596
-0.0044822504,0.00080278183
-0.0044818504,0.00044444852
-0.0044814504,0.00054167073
-0.0044810504,0.0010472263
-0.0044806504,0.0021305595
-0.0044802504,0.010061115
-0.0044798504,0.026600003
-0.0044794504,0.039758335
-0.0044790504,0.039400002
-0.0044786504,0.03047778
-0.0044782504,0.026097225
-0.0044778504,0.027772225
-0.0044774504,0.028405558
-0.0044770504,0.026869447
-0.0044766504,0.02590278
-0.0044762504,0.025497225
-0.0044758504,0.025091669
-0.0044754504,0.024547225
-0.0044750504,0.024430558
-0.0044746504,0.024736114
-0.0044742504,0.024558336
-0.0044738504,0.024119447
-0.0044734504,0.023888892
-0.0044730504,0.024188892
-0.0044726504,0.024388892
-0.0044722504,0.024269447
-0.0044718504,0.024088892
-0.0044714504,0.024213892
-0.0044710504,0.02467778
-0.0044706504,0.025088892
-0.0044702504,0.025108336
-0.0044698504,0.024786114
-0.0044694504,0.024633336
-0.0044690504,0.024841669
-0.0044686504,0.025108336
-0.0044682504,0.025141669
-0.0044678504,0.025258336
-0.0044674504,0.025797225
-0.0044670504,0.026436114
-0.0044666504,0.026780558
-0.0044662504,0.026722225
-0.0044658504,0.026522225
-0.0044654504,0.026397225
-0.0044650504,0.02630278
-0.0044646504,0.026308336
-0.0044642504,0.02627778
-0.0044638504,0.026119447
-0.0044634504,0.025988892
-0.0044630504,0.025900003
-0.0044626504,0.025922225
-0.0044622504,0.026047225
-0.0044618504,0.026247225
-0.0044614504,0.026475003
-0.0044610504,0.026566669
-0.0044606504,0.02657778
-0.0044602504,0.026525003
-0.0044598504,0.026458336
-0.0044594504,0.026466669
-0.0044590504,0.026658336
-0.0044586504,0.027036114
-0.0044582504,0.027341669
-0.0044578504,0.027508336
-0.0044574504,0.02765278
-0.0044570504,0.027866669
-0.0044566504,0.028022225
-0.0044562504,0.028063891
-0.0044558504,0.02807778
-0.0044554504,0.028111114
-0.0044550504,0.028166669
-0.0044546504,0.028169447
-0.0044542504,0.028111114
-0.0044538504,0.027900003
-0.0044534504,0.027741669
-0.0044530504,0.027897225
-0.0044526504,0.02820278
-0.0044522504,0.028400002
-0.0044518504,0.028255558
-0.0044514504,0.027980558
-0.0044510504,0.028022225
-0.0044506504,0.028513891
-0.0044502504,0.029108336
-0.0044498504,0.029244447
-0.0044494504,0.029041669
-0.0044490504,0.029019447
-0.0044486504,0.029322225
-0.0044482504,0.029630558
-0.0044478504,0.029630558
-0.0044474504,0.029580558
-0.0044470504,0.02920278
-0.0044466504,0.025763892
-0.0044462504,0.017877781
-0.0044458504,0.0089250036
-0.0044454504,0.0033694483
-0.0044450504,0.0021027818
-0.0044446504,0.0022027817
-0.0044442504,0.002025004
-0.0044438504,0.001875004
-0.0044434504,0.0017472262
-0.0044430504,0.0016472262
-0.0044426504,0.0016222262
-0.0044422504,0.0017027818
-0.0044418504,0.001875004
-0.0044414504,0.001975004
-0.0044410504,0.0018472262
-0.0044406504,0.0016888929
-0.0044402504,0.001625004
-0.0044398504,0.0015555596
-0.0044394504,0.0015027818
-0.0044390504,0.0016805596
-0.0044386504,0.0020694484
-0.0044382504,0.0022972262
-0.0044378504,0.0021694484
-0.0044374504,0.0019222262
-0.0044370504,0.0018416707
-0.0044366504,0.0019416707
-0.0044362504,0.001975004
-0.0044358504,0.0017472262
-0.0044354504,0.0014555596
-0.0044350504,0.0014194485
-0.0044346504,0.0015527818
-0.0044342504,0.0015972262
-0.0044338504,0.0014527818
-0.0044334504,0.0012638929
-0.0044330504,0.0012666707
